home,away,result,year
vitória,atléticopr,2.0,2014
grêmio,atléticomg,0.0,2014
figueirense,bahia,1.0,2014
goiás,criciúma,0.0,2014
sportrecife,chapecoense,0.0,2014
sãopaulo,coritiba,2.0,2014
santos,grêmio,2.0,2014
atléticopr,cruzeiro,1.0,2014
fluminense,vitória,1.0,2014
flamengo,palmeira,0.0,2014
bahia,botafogo,0.0,2014
internacional,sportrecife,0.0,2014
criciúma,figueirense,0.0,2014
chapecoense,corinthians,1.0,2014
atléticomg,goiás,1.0,2014
palmeira,goiás,0.0,2014
internacional,atléticopr,0.0,2014
botafogo,criciúma,0.0,2014
fluminense,flamengo,0.0,2014
sãopaulo,corinthians,2.0,2014
atléticomg,cruzeiro,0.0,2014
chapecoense,grêmio,1.0,2014
bahia,vitória,2.0,2014
figueirense,santos,1.0,2014
coritiba,sportrecife,1.0,2014
goiás,botafogo,0.0,2014
cruzeiro,coritiba,0.0,2014
grêmio,fluminense,0.0,2014
flamengo,sãopaulo,1.0,2014
corinthians,figueirense,1.0,2014
atléticopr,chapecoense,2.0,2014
santos,atléticomg,1.0,2014
criciúma,internacional,2.0,2014
vitória,palmeira,1.0,2014
sportrecife,bahia,0.0,2014
flamengo,bahia,2.0,2014
coritiba,internacional,2.0,2014
cruzeiro,sportrecife,0.0,2014
criciúma,chapecoense,0.0,2014
fluminense,sãopaulo,0.0,2014
corinthians,atléticopr,2.0,2014
grêmio,botafogo,0.0,2014
palmeira,figueirense,0.0,2014
goiás,santos,2.0,2014
vitória,atléticomg,1.0,2014
bahia,fluminense,1.0,2014
sãopaulo,grêmio,0.0,2014
santos,flamengo,2.0,2014
atléticopr,coritiba,0.0,2014
sportrecife,corinthians,1.0,2014
figueirense,goiás,1.0,2014
chapecoense,palmeira,0.0,2014
botafogo,vitória,2.0,2014
internacional,cruzeiro,1.0,2014
atléticomg,criciúma,2.0,2014
palmeira,botafogo,1.0,2014
sportrecife,grêmio,2.0,2014
criciúma,coritiba,0.0,2014
goiás,vitória,2.0,2014
internacional,chapecoense,0.0,2014
corinthians,cruzeiro,0.0,2014
atléticopr,sãopaulo,2.0,2014
atléticomg,fluminense,0.0,2014
flamengo,figueirense,2.0,2014
bahia,santos,1.0,2014
sãopaulo,atléticomg,0.0,2014
coritiba,goiás,0.0,2014
vitória,sportrecife,1.0,2014
grêmio,palmeira,2.0,2014
cruzeiro,flamengo,0.0,2014
chapecoense,bahia,0.0,2014
figueirense,atléticopr,1.0,2014
santos,criciúma,0.0,2014
fluminense,internacional,2.0,2014
botafogo,corinthians,0.0,2014
sportrecife,botafogo,0.0,2014
coritiba,figueirense,1.0,2014
grêmio,goiás,2.0,2014
criciúma,fluminense,0.0,2014
flamengo,atléticopr,1.0,2014
bahia,sãopaulo,1.0,2014
corinthians,internacional,0.0,2014
santos,palmeira,0.0,2014
cruzeiro,vitória,0.0,2014
chapecoense,atléticomg,2.0,2014
sãopaulo,chapecoense,1.0,2014
atléticomg,bahia,2.0,2014
figueirense,grêmio,1.0,2014
botafogo,coritiba,0.0,2014
palmeira,cruzeiro,1.0,2014
vitória,corinthians,2.0,2014
internacional,flamengo,0.0,2014
goiás,sportrecife,2.0,2014
atléticopr,criciúma,0.0,2014
fluminense,santos,0.0,2014
santos,chapecoense,0.0,2014
cruzeiro,figueirense,0.0,2014
criciúma,vitória,1.0,2014
bahia,internacional,1.0,2014
goiás,sãopaulo,0.0,2014
atléticopr,fluminense,1.0,2014
sportrecife,atléticomg,0.0,2014
corinthians,palmeira,0.0,2014
grêmio,coritiba,1.0,2014
flamengo,botafogo,0.0,2014
sãopaulo,criciúma,2.0,2014
botafogo,cruzeiro,2.0,2014
vitória,grêmio,0.0,2014
palmeira,bahia,2.0,2014
coritiba,corinthians,2.0,2014
figueirense,sportrecife,0.0,2014
chapecoense,flamengo,0.0,2014
atléticomg,atléticopr,0.0,2014
internacional,santos,0.0,2014
fluminense,goiás,0.0,2014
bahia,goiás,0.0,2014
criciúma,cruzeiro,2.0,2014
fluminense,coritiba,2.0,2014
santos,corinthians,1.0,2014
atléticopr,botafogo,0.0,2014
internacional,grêmio,0.0,2014
flamengo,sportrecife,0.0,2014
chapecoense,figueirense,1.0,2014
atléticomg,palmeira,0.0,2014
sãopaulo,vitória,0.0,2014
goiás,internacional,1.0,2014
corinthians,bahia,2.0,2014
palmeira,sãopaulo,1.0,2014
coritiba,flamengo,1.0,2014
cruzeiro,santos,0.0,2014
vitória,chapecoense,2.0,2014
grêmio,criciúma,0.0,2014
figueirense,atléticomg,2.0,2014
botafogo,fluminense,0.0,2014
sportrecife,atléticopr,2.0,2014
sportrecife,palmeira,0.0,2014
santos,atléticopr,0.0,2014
figueirense,botafogo,0.0,2014
bahia,criciúma,2.0,2014
coritiba,vitória,0.0,2014
internacional,sãopaulo,1.0,2014
chapecoense,fluminense,0.0,2014
flamengo,atléticomg,0.0,2014
corinthians,goiás,0.0,2014
cruzeiro,grêmio,0.0,2014
botafogo,chapecoense,0.0,2014
atléticomg,internacional,0.0,2014
palmeira,coritiba,0.0,2014
fluminense,sportrecife,0.0,2014
sãopaulo,santos,0.0,2014
vitória,figueirense,1.0,2014
grêmio,corinthians,0.0,2014
criciúma,flamengo,1.0,2014
goiás,cruzeiro,1.0,2014
atléticopr,bahia,2.0,2014
palmeira,internacional,1.0,2014
cruzeiro,chapecoense,0.0,2014
figueirense,sãopaulo,2.0,2014
coritiba,atléticomg,2.0,2014
botafogo,santos,0.0,2014
sportrecife,criciúma,0.0,2014
corinthians,fluminense,2.0,2014
goiás,atléticopr,0.0,2014
vitória,flamengo,1.0,2014
grêmio,bahia,0.0,2014
flamengo,grêmio,1.0,2014
santos,vitória,0.0,2014
chapecoense,goiás,2.0,2014
criciúma,corinthians,2.0,2014
atléticomg,botafogo,0.0,2014
fluminense,cruzeiro,2.0,2014
sãopaulo,sportrecife,0.0,2014
atléticopr,palmeira,2.0,2014
bahia,coritiba,2.0,2014
internacional,figueirense,1.0,2014
palmeira,criciúma,0.0,2014
grêmio,atléticopr,0.0,2014
figueirense,fluminense,2.0,2014
coritiba,chapecoense,0.0,2014
sportrecife,santos,0.0,2014
goiás,flamengo,0.0,2014
botafogo,sãopaulo,1.0,2014
vitória,internacional,0.0,2014
corinthians,atléticomg,0.0,2014
cruzeiro,bahia,0.0,2014
fluminense,palmeira,0.0,2014
chapecoense,sportrecife,0.0,2014
santos,coritiba,0.0,2014
sãopaulo,cruzeiro,0.0,2014
flamengo,corinthians,0.0,2014
bahia,figueirense,0.0,2014
internacional,botafogo,0.0,2014
criciúma,goiás,0.0,2014
atléticopr,vitória,0.0,2014
atléticomg,grêmio,2.0,2014
cruzeiro,atléticopr,0.0,2014
vitória,fluminense,0.0,2014
figueirense,criciúma,2.0,2014
sportrecife,internacional,2.0,2014
palmeira,flamengo,2.0,2014
coritiba,sãopaulo,0.0,2014
botafogo,bahia,1.0,2014
corinthians,chapecoense,2.0,2014
goiás,atléticomg,1.0,2014
grêmio,santos,2.0,2014
atléticopr,internacional,1.0,2014
criciúma,botafogo,2.0,2014
cruzeiro,atléticomg,1.0,2014
vitória,bahia,0.0,2014
flamengo,fluminense,2.0,2014
sportrecife,coritiba,0.0,2014
corinthians,sãopaulo,0.0,2014
santos,figueirense,0.0,2014
grêmio,chapecoense,0.0,2014
goiás,palmeira,0.0,2014
coritiba,cruzeiro,1.0,2014
internacional,criciúma,0.0,2014
bahia,sportrecife,0.0,2014
chapecoense,atléticopr,0.0,2014
figueirense,corinthians,0.0,2014
fluminense,grêmio,2.0,2014
sãopaulo,flamengo,2.0,2014
palmeira,vitória,0.0,2014
botafogo,goiás,0.0,2014
atléticomg,santos,0.0,2014
sportrecife,cruzeiro,2.0,2014
chapecoense,criciúma,2.0,2014
sãopaulo,fluminense,1.0,2014
botafogo,grêmio,1.0,2014
atléticopr,corinthians,0.0,2014
atléticomg,vitória,0.0,2014
bahia,flamengo,0.0,2014
internacional,coritiba,0.0,2014
figueirense,palmeira,0.0,2014
santos,goiás,0.0,2014
palmeira,chapecoense,0.0,2014
coritiba,atléticopr,0.0,2014
flamengo,santos,1.0,2014
fluminense,bahia,2.0,2014
vitória,botafogo,0.0,2014
grêmio,sãopaulo,1.0,2014
criciúma,atléticomg,0.0,2014
corinthians,sportrecife,0.0,2014
cruzeiro,internacional,0.0,2014
goiás,figueirense,0.0,2014
botafogo,palmeira,1.0,2014
sãopaulo,atléticopr,0.0,2014
coritiba,criciúma,0.0,2014
vitória,goiás,2.0,2014
grêmio,sportrecife,0.0,2014
figueirense,flamengo,1.0,2014
cruzeiro,corinthians,1.0,2014
santos,bahia,0.0,2014
fluminense,atléticomg,2.0,2014
chapecoense,internacional,0.0,2014
corinthians,botafogo,2.0,2014
goiás,coritiba,0.0,2014
palmeira,grêmio,0.0,2014
flamengo,cruzeiro,0.0,2014
atléticomg,sãopaulo,0.0,2014
bahia,chapecoense,1.0,2014
internacional,fluminense,0.0,2014
criciúma,santos,0.0,2014
sportrecife,vitória,1.0,2014
atléticopr,figueirense,0.0,2014
fluminense,criciúma,0.0,2014
sãopaulo,bahia,0.0,2014
goiás,grêmio,2.0,2014
atléticomg,chapecoense,0.0,2014
internacional,corinthians,1.0,2014
figueirense,coritiba,0.0,2014
palmeira,santos,1.0,2014
atléticopr,flamengo,0.0,2014
vitória,cruzeiro,1.0,2014
botafogo,sportrecife,2.0,2014
bahia,atléticomg,2.0,2014
cruzeiro,palmeira,2.0,2014
flamengo,internacional,0.0,2014
corinthians,vitória,0.0,2014
criciúma,atléticopr,1.0,2014
coritiba,botafogo,0.0,2014
grêmio,figueirense,0.0,2014
santos,fluminense,1.0,2014
chapecoense,sãopaulo,2.0,2014
sportrecife,goiás,1.0,2014
palmeira,corinthians,2.0,2014
fluminense,atléticopr,0.0,2014
figueirense,cruzeiro,2.0,2014
chapecoense,santos,2.0,2014
coritiba,grêmio,2.0,2014
atléticomg,sportrecife,0.0,2014
vitória,criciúma,0.0,2014
internacional,bahia,0.0,2014
botafogo,flamengo,0.0,2014
sãopaulo,goiás,0.0,2014
grêmio,vitória,0.0,2014
goiás,fluminense,1.0,2014
corinthians,coritiba,2.0,2014
santos,internacional,1.0,2014
sportrecife,figueirense,0.0,2014
criciúma,sãopaulo,1.0,2014
cruzeiro,botafogo,0.0,2014
flamengo,chapecoense,0.0,2014
atléticopr,atléticomg,0.0,2014
bahia,palmeira,1.0,2014
palmeira,atléticomg,1.0,2014
coritiba,fluminense,0.0,2014
botafogo,atléticopr,1.0,2014
sportrecife,flamengo,2.0,2014
vitória,sãopaulo,1.0,2014
grêmio,internacional,0.0,2014
figueirense,chapecoense,0.0,2014
goiás,bahia,0.0,2014
corinthians,santos,0.0,2014
cruzeiro,criciúma,0.0,2014
fluminense,botafogo,0.0,2014
criciúma,grêmio,1.0,2014
bahia,corinthians,1.0,2014
internacional,goiás,0.0,2014
santos,cruzeiro,1.0,2014
atléticopr,sportrecife,1.0,2014
flamengo,coritiba,0.0,2014
atléticomg,figueirense,2.0,2014
sãopaulo,palmeira,0.0,2014
chapecoense,vitória,1.0,2014
sãopaulo,internacional,2.0,2014
botafogo,figueirense,1.0,2014
atléticopr,santos,2.0,2014
vitória,coritiba,2.0,2014
criciúma,bahia,1.0,2014
goiás,corinthians,1.0,2014
atléticomg,flamengo,0.0,2014
palmeira,sportrecife,1.0,2014
fluminense,chapecoense,1.0,2014
grêmio,cruzeiro,1.0,2014
internacional,atléticomg,0.0,2014
bahia,atléticopr,1.0,2014
cruzeiro,goiás,0.0,2014
figueirense,vitória,0.0,2014
flamengo,criciúma,2.0,2014
sportrecife,fluminense,2.0,2014
santos,sãopaulo,1.0,2014
coritiba,palmeira,0.0,2014
corinthians,grêmio,0.0,2014
chapecoense,botafogo,0.0,2014
internacional,palmeira,0.0,2014
criciúma,sportrecife,2.0,2014
flamengo,vitória,0.0,2014
fluminense,corinthians,0.0,2014
sãopaulo,figueirense,2.0,2014
santos,botafogo,0.0,2014
chapecoense,cruzeiro,2.0,2014
atléticopr,goiás,0.0,2014
atléticomg,coritiba,1.0,2014
bahia,grêmio,0.0,2014
corinthians,criciúma,0.0,2014
figueirense,internacional,1.0,2014
goiás,chapecoense,0.0,2014
botafogo,atléticomg,2.0,2014
sportrecife,sãopaulo,0.0,2014
palmeira,atléticopr,2.0,2014
coritiba,bahia,0.0,2014
cruzeiro,fluminense,0.0,2014
vitória,santos,1.0,2014
grêmio,flamengo,2.0,2014
palmeira,atléticomg,2.0,2015
chapecoense,coritiba,0.0,2015
fluminense,joinvile,0.0,2015
grêmio,pontepreta,2.0,2015
atléticopr,internacional,0.0,2015
sportrecife,figueirense,0.0,2015
sãopaulo,flamengo,0.0,2015
cruzeiro,corinthians,1.0,2015
vasco,goiás,2.0,2015
avaí,santos,2.0,2015
coritiba,grêmio,0.0,2015
goiás,atléticopr,0.0,2015
corinthians,chapecoense,0.0,2015
figueirense,vasco,2.0,2015
atléticomg,fluminense,0.0,2015
santos,cruzeiro,0.0,2015
flamengo,sportrecife,2.0,2015
internacional,avaí,0.0,2015
pontepreta,sãopaulo,0.0,2015
joinvile,palmeira,2.0,2015
sãopaulo,joinvile,0.0,2015
vasco,internacional,2.0,2015
grêmio,figueirense,0.0,2015
palmeira,goiás,1.0,2015
fluminense,corinthians,2.0,2015
avaí,flamengo,0.0,2015
atléticopr,atléticomg,0.0,2015
chapecoense,santos,0.0,2015
sportrecife,coritiba,0.0,2015
cruzeiro,pontepreta,2.0,2015
pontepreta,chapecoense,0.0,2015
coritiba,avaí,1.0,2015
joinvile,atléticopr,1.0,2015
santos,sportrecife,2.0,2015
corinthians,palmeira,1.0,2015
goiás,grêmio,2.0,2015
internacional,sãopaulo,2.0,2015
atléticomg,vasco,0.0,2015
figueirense,cruzeiro,0.0,2015
flamengo,fluminense,1.0,2015
vasco,pontepreta,1.0,2015
atléticopr,figueirense,0.0,2015
chapecoense,joinvile,0.0,2015
sãopaulo,santos,0.0,2015
grêmio,corinthians,0.0,2015
cruzeiro,flamengo,0.0,2015
avaí,atléticomg,1.0,2015
fluminense,coritiba,0.0,2015
palmeira,internacional,2.0,2015
sportrecife,goiás,0.0,2015
santos,pontepreta,2.0,2015
flamengo,chapecoense,0.0,2015
atléticomg,cruzeiro,1.0,2015
atléticopr,vasco,0.0,2015
sãopaulo,grêmio,0.0,2015
joinvile,corinthians,1.0,2015
internacional,coritiba,0.0,2015
fluminense,sportrecife,2.0,2015
goiás,avaí,1.0,2015
figueirense,palmeira,0.0,2015
atléticomg,santos,2.0,2015
coritiba,flamengo,1.0,2015
corinthians,internacional,0.0,2015
chapecoense,sãopaulo,1.0,2015
vasco,cruzeiro,1.0,2015
sportrecife,joinvile,0.0,2015
pontepreta,goiás,2.0,2015
grêmio,atléticopr,0.0,2015
avaí,figueirense,2.0,2015
palmeira,fluminense,0.0,2015
figueirense,internacional,2.0,2015
flamengo,atléticomg,1.0,2015
santos,corinthians,0.0,2015
sportrecife,vasco,0.0,2015
grêmio,palmeira,0.0,2015
cruzeiro,chapecoense,1.0,2015
atléticopr,coritiba,2.0,2015
sãopaulo,avaí,2.0,2015
joinvile,goiás,0.0,2015
fluminense,pontepreta,0.0,2015
avaí,grêmio,1.0,2015
chapecoense,sportrecife,2.0,2015
corinthians,figueirense,0.0,2015
atléticomg,joinvile,0.0,2015
coritiba,cruzeiro,0.0,2015
goiás,fluminense,1.0,2015
palmeira,sãopaulo,0.0,2015
pontepreta,atléticopr,0.0,2015
vasco,flamengo,0.0,2015
internacional,santos,0.0,2015
vasco,avaí,0.0,2015
sportrecife,internacional,0.0,2015
atléticomg,coritiba,0.0,2015
palmeira,chapecoense,0.0,2015
grêmio,cruzeiro,0.0,2015
joinvile,flamengo,1.0,2015
atléticopr,sãopaulo,0.0,2015
figueirense,goiás,0.0,2015
corinthians,pontepreta,0.0,2015
fluminense,santos,0.0,2015
coritiba,joinvile,2.0,2015
cruzeiro,atléticopr,0.0,2015
chapecoense,vasco,0.0,2015
avaí,sportrecife,2.0,2015
goiás,corinthians,2.0,2015
sãopaulo,fluminense,2.0,2015
santos,grêmio,1.0,2015
pontepreta,palmeira,1.0,2015
flamengo,figueirense,1.0,2015
internacional,atléticomg,1.0,2015
coritiba,pontepreta,2.0,2015
goiás,santos,0.0,2015
chapecoense,grêmio,0.0,2015
palmeira,avaí,0.0,2015
figueirense,joinvile,1.0,2015
vasco,sãopaulo,1.0,2015
internacional,flamengo,1.0,2015
atléticomg,sportrecife,0.0,2015
corinthians,atléticopr,0.0,2015
fluminense,cruzeiro,0.0,2015
santos,figueirense,0.0,2015
grêmio,vasco,0.0,2015
pontepreta,atléticomg,1.0,2015
sãopaulo,coritiba,0.0,2015
joinvile,internacional,1.0,2015
atléticopr,fluminense,1.0,2015
flamengo,corinthians,1.0,2015
cruzeiro,goiás,0.0,2015
avaí,chapecoense,0.0,2015
sportrecife,palmeira,2.0,2015
flamengo,grêmio,0.0,2015
internacional,goiás,0.0,2015
corinthians,atléticomg,0.0,2015
atléticopr,chapecoense,0.0,2015
sportrecife,sãopaulo,0.0,2015
figueirense,coritiba,2.0,2015
palmeira,santos,0.0,2015
fluminense,vasco,1.0,2015
cruzeiro,avaí,2.0,2015
joinvile,pontepreta,2.0,2015
avaí,atléticopr,1.0,2015
grêmio,sportrecife,2.0,2015
atléticomg,figueirense,0.0,2015
santos,joinvile,0.0,2015
chapecoense,fluminense,0.0,2015
sãopaulo,cruzeiro,0.0,2015
coritiba,corinthians,2.0,2015
goiás,flamengo,1.0,2015
pontepreta,internacional,2.0,2015
vasco,palmeira,1.0,2015
corinthians,vasco,0.0,2015
atléticomg,sãopaulo,0.0,2015
fluminense,grêmio,0.0,2015
coritiba,goiás,2.0,2015
palmeira,atléticopr,1.0,2015
joinvile,avaí,0.0,2015
figueirense,pontepreta,0.0,2015
flamengo,santos,2.0,2015
internacional,chapecoense,2.0,2015
sportrecife,cruzeiro,2.0,2015
avaí,fluminense,0.0,2015
santos,coritiba,0.0,2015
vasco,joinvile,2.0,2015
atléticopr,sportrecife,2.0,2015
goiás,atléticomg,2.0,2015
pontepreta,flamengo,0.0,2015
sãopaulo,corinthians,2.0,2015
cruzeiro,palmeira,0.0,2015
grêmio,internacional,0.0,2015
chapecoense,figueirense,2.0,2015
flamengo,atléticopr,0.0,2015
coritiba,palmeira,0.0,2015
goiás,chapecoense,2.0,2015
santos,vasco,0.0,2015
corinthians,sportrecife,0.0,2015
internacional,fluminense,0.0,2015
figueirense,sãopaulo,1.0,2015
pontepreta,avaí,0.0,2015
atléticomg,grêmio,1.0,2015
joinvile,cruzeiro,0.0,2015
vasco,coritiba,1.0,2015
atléticopr,santos,2.0,2015
sãopaulo,goiás,1.0,2015
palmeira,flamengo,0.0,2015
fluminense,figueirense,0.0,2015
sportrecife,pontepreta,2.0,2015
cruzeiro,internacional,2.0,2015
avaí,corinthians,1.0,2015
chapecoense,atléticomg,0.0,2015
grêmio,joinvile,0.0,2015
goiás,vasco,0.0,2015
santos,avaí,0.0,2015
figueirense,sportrecife,0.0,2015
coritiba,chapecoense,0.0,2015
pontepreta,grêmio,2.0,2015
internacional,atléticopr,0.0,2015
joinvile,fluminense,0.0,2015
flamengo,sãopaulo,0.0,2015
corinthians,cruzeiro,0.0,2015
atléticomg,palmeira,0.0,2015
vasco,figueirense,1.0,2015
sãopaulo,pontepreta,0.0,2015
grêmio,coritiba,2.0,2015
avaí,internacional,0.0,2015
sportrecife,flamengo,1.0,2015
chapecoense,corinthians,1.0,2015
palmeira,joinvile,0.0,2015
fluminense,atléticomg,1.0,2015
cruzeiro,santos,1.0,2015
atléticopr,goiás,0.0,2015
pontepreta,cruzeiro,1.0,2015
internacional,vasco,0.0,2015
joinvile,sãopaulo,2.0,2015
atléticomg,atléticopr,1.0,2015
flamengo,avaí,0.0,2015
corinthians,fluminense,0.0,2015
coritiba,sportrecife,2.0,2015
goiás,palmeira,0.0,2015
santos,chapecoense,0.0,2015
figueirense,grêmio,1.0,2015
sãopaulo,internacional,0.0,2015
vasco,atléticomg,1.0,2015
atléticopr,joinvile,2.0,2015
cruzeiro,figueirense,0.0,2015
chapecoense,pontepreta,2.0,2015
palmeira,corinthians,2.0,2015
avaí,coritiba,1.0,2015
grêmio,goiás,0.0,2015
fluminense,flamengo,1.0,2015
sportrecife,santos,2.0,2015
pontepreta,vasco,1.0,2015
internacional,palmeira,0.0,2015
atléticomg,avaí,0.0,2015
figueirense,atléticopr,2.0,2015
coritiba,fluminense,2.0,2015
santos,sãopaulo,0.0,2015
corinthians,grêmio,2.0,2015
goiás,sportrecife,0.0,2015
joinvile,chapecoense,2.0,2015
flamengo,cruzeiro,0.0,2015
coritiba,internacional,1.0,2015
palmeira,figueirense,0.0,2015
corinthians,joinvile,0.0,2015
pontepreta,santos,0.0,2015
vasco,atléticopr,0.0,2015
grêmio,sãopaulo,1.0,2015
cruzeiro,atléticomg,2.0,2015
chapecoense,flamengo,1.0,2015
sportrecife,fluminense,0.0,2015
avaí,goiás,0.0,2015
fluminense,palmeira,1.0,2015
goiás,pontepreta,1.0,2015
joinvile,sportrecife,2.0,2015
figueirense,avaí,1.0,2015
atléticopr,grêmio,1.0,2015
internacional,corinthians,0.0,2015
cruzeiro,vasco,2.0,2015
santos,atléticomg,0.0,2015
sãopaulo,chapecoense,2.0,2015
flamengo,coritiba,1.0,2015
palmeira,grêmio,0.0,2015
internacional,figueirense,2.0,2015
pontepreta,fluminense,0.0,2015
corinthians,santos,0.0,2015
goiás,joinvile,0.0,2015
vasco,sportrecife,0.0,2015
atléticomg,flamengo,0.0,2015
avaí,sãopaulo,0.0,2015
coritiba,atléticopr,0.0,2015
chapecoense,cruzeiro,1.0,2015
fluminense,goiás,0.0,2015
grêmio,avaí,0.0,2015
atléticopr,pontepreta,1.0,2015
santos,internacional,0.0,2015
sãopaulo,palmeira,2.0,2015
flamengo,vasco,1.0,2015
figueirense,corinthians,1.0,2015
joinvile,atléticomg,2.0,2015
sportrecife,chapecoense,0.0,2015
cruzeiro,coritiba,0.0,2015
internacional,sportrecife,0.0,2015
coritiba,atléticomg,1.0,2015
sãopaulo,atléticopr,0.0,2015
flamengo,joinvile,0.0,2015
avaí,vasco,2.0,2015
goiás,figueirense,1.0,2015
santos,fluminense,0.0,2015
pontepreta,corinthians,2.0,2015
cruzeiro,grêmio,2.0,2015
chapecoense,palmeira,0.0,2015
atléticomg,internacional,0.0,2015
sportrecife,avaí,0.0,2015
joinvile,coritiba,0.0,2015
figueirense,flamengo,0.0,2015
palmeira,pontepreta,1.0,2015
fluminense,sãopaulo,0.0,2015
atléticopr,cruzeiro,2.0,2015
vasco,chapecoense,2.0,2015
corinthians,goiás,0.0,2015
grêmio,santos,0.0,2015
avaí,palmeira,1.0,2015
joinvile,figueirense,0.0,2015
cruzeiro,fluminense,0.0,2015
pontepreta,coritiba,0.0,2015
flamengo,internacional,1.0,2015
sãopaulo,vasco,2.0,2015
atléticopr,corinthians,1.0,2015
santos,goiás,0.0,2015
grêmio,chapecoense,1.0,2015
sportrecife,atléticomg,0.0,2015
fluminense,atléticopr,1.0,2015
internacional,joinvile,0.0,2015
figueirense,santos,2.0,2015
palmeira,sportrecife,1.0,2015
corinthians,flamengo,0.0,2015
vasco,grêmio,2.0,2015
coritiba,sãopaulo,1.0,2015
chapecoense,avaí,2.0,2015
goiás,cruzeiro,1.0,2015
atléticomg,pontepreta,0.0,2015
sãopaulo,sportrecife,0.0,2015
pontepreta,joinvile,0.0,2015
avaí,cruzeiro,2.0,2015
coritiba,figueirense,2.0,2015
grêmio,flamengo,0.0,2015
atléticomg,corinthians,1.0,2015
santos,palmeira,0.0,2015
chapecoense,atléticopr,2.0,2015
vasco,fluminense,1.0,2015
goiás,internacional,0.0,2015
internacional,pontepreta,0.0,2015
corinthians,coritiba,0.0,2015
atléticopr,avaí,0.0,2015
fluminense,chapecoense,1.0,2015
flamengo,goiás,0.0,2015
cruzeiro,sãopaulo,0.0,2015
figueirense,atléticomg,1.0,2015
palmeira,vasco,1.0,2015
joinvile,santos,2.0,2015
sportrecife,grêmio,0.0,2015
cruzeiro,sportrecife,0.0,2015
goiás,coritiba,1.0,2015
atléticopr,palmeira,2.0,2015
avaí,joinvile,0.0,2015
pontepreta,figueirense,1.0,2015
chapecoense,internacional,0.0,2015
grêmio,fluminense,0.0,2015
vasco,corinthians,2.0,2015
sãopaulo,atléticomg,0.0,2015
santos,flamengo,2.0,2015
palmeira,cruzeiro,2.0,2015
corinthians,sãopaulo,0.0,2015
joinvile,vasco,1.0,2015
internacional,grêmio,0.0,2015
atléticomg,goiás,2.0,2015
figueirense,chapecoense,2.0,2015
flamengo,pontepreta,2.0,2015
fluminense,avaí,0.0,2015
coritiba,santos,0.0,2015
sportrecife,atléticopr,2.0,2015
sãopaulo,figueirense,0.0,2015
fluminense,internacional,2.0,2015
avaí,pontepreta,0.0,2015
sportrecife,corinthians,0.0,2015
vasco,santos,0.0,2015
grêmio,atléticomg,0.0,2015
cruzeiro,joinvile,0.0,2015
chapecoense,goiás,1.0,2015
palmeira,coritiba,1.0,2015
atléticopr,flamengo,0.0,2015
corinthians,avaí,2.0,2015
santos,atléticopr,0.0,2015
pontepreta,sportrecife,1.0,2015
flamengo,palmeira,1.0,2015
internacional,cruzeiro,0.0,2015
atléticomg,chapecoense,0.0,2015
figueirense,fluminense,0.0,2015
coritiba,vasco,2.0,2015
goiás,sãopaulo,1.0,2015
joinvile,grêmio,1.0,2015
flamengo,sport,0.0,2016
palmeiras,atléticopr,0.0,2016
atléticomg,santos,0.0,2016
coritiba,cruzeiro,0.0,2016
santacruz,vitóriaba,0.0,2016
botafogo,sãopaulo,1.0,2016
figueirense,pontepreta,2.0,2016
corinthians,grêmio,2.0,2016
américamg,fluminense,1.0,2016
internacional,chapecoense,2.0,2016
pontepreta,palmeiras,0.0,2016
fluminense,santacruz,2.0,2016
cruzeiro,figueirense,2.0,2016
atléticopr,atléticomg,2.0,2016
santos,coritiba,0.0,2016
chapecoense,américamg,0.0,2016
sãopaulo,internacional,1.0,2016
vitóriaba,corinthians,0.0,2016
grêmio,flamengo,0.0,2016
sport,botafogo,2.0,2016
figueirense,santos,2.0,2016
botafogo,atléticopr,0.0,2016
américamg,vitóriaba,2.0,2016
flamengo,chapecoense,2.0,2016
palmeiras,fluminense,0.0,2016
santacruz,cruzeiro,0.0,2016
coritiba,sãopaulo,2.0,2016
corinthians,pontepreta,0.0,2016
internacional,sport,0.0,2016
atléticomg,grêmio,1.0,2016
cruzeiro,américamg,2.0,2016
atléticopr,figueirense,0.0,2016
chapecoense,santacruz,2.0,2016
sport,corinthians,1.0,2016
pontepreta,flamengo,1.0,2016
fluminense,botafogo,0.0,2016
vitóriaba,atléticomg,2.0,2016
sãopaulo,palmeiras,0.0,2016
santos,internacional,1.0,2016
grêmio,coritiba,0.0,2016
internacional,atléticopr,0.0,2016
santacruz,sport,1.0,2016
corinthians,santos,0.0,2016
coritiba,chapecoense,1.0,2016
botafogo,cruzeiro,1.0,2016
atléticomg,fluminense,2.0,2016
figueirense,sãopaulo,0.0,2016
américamg,pontepreta,1.0,2016
flamengo,vitóriaba,0.0,2016
palmeiras,grêmio,0.0,2016
atléticopr,santacruz,0.0,2016
corinthians,coritiba,0.0,2016
chapecoense,fluminense,2.0,2016
américamg,figueirense,0.0,2016
santos,botafogo,0.0,2016
vitóriaba,internacional,0.0,2016
sport,atléticomg,2.0,2016
flamengo,palmeiras,1.0,2016
grêmio,pontepreta,0.0,2016
cruzeiro,sãopaulo,1.0,2016
internacional,américamg,0.0,2016
pontepreta,chapecoense,0.0,2016
fluminense,grêmio,2.0,2016
sãopaulo,atléticopr,1.0,2016
botafogo,vitóriaba,2.0,2016
