home,away,result,year,home previous,away previous
coritiba,atléticopr,0.0,2009,1.0,2.0
goiás,fluminense,2.0,2009,0.0,2.0
corinthians,cruzeiro,1.0,2009,1.0,3.0
avaí,sport,2.0,2009,1.0,2.0
botafogo,flamengo,1.0,2009,2.0,3.0
atléticopr,santos,2.0,2009,2.0,1.0
botafogo,náutico,0.0,2009,2.0,2.0
cruzeiro,santoandré,0.0,2009,4.0,1.0
grêmio,avaí,0.0,2009,1.0,1.0
vitória,corinthians,1.0,2009,1.0,1.0
barueri,flamengo,0.0,2009,1.0,4.0
sãopaulo,internacional,0.0,2009,1.0,2.0
sport,coritiba,2.0,2009,1.0,2.0
fluminense,atléticomg,0.0,2009,1.0,2.0
palmeiras,goiás,0.0,2009,0.0,0.0
flamengo,santos,0.0,2009,3.0,1.0
avaí,atléticopr,0.0,2009,1.0,1.0
sãopaulo,barueri,0.0,2009,2.0,2.0
palmeiras,corinthians,2.0,2009,1.0,2.0
internacional,botafogo,1.0,2009,2.0,2.0
coritiba,vitória,0.0,2009,1.0,1.0
goiás,atléticomg,1.0,2009,0.0,2.0
cruzeiro,fluminense,1.0,2009,5.0,2.0
santoandré,grêmio,0.0,2009,1.0,2.0
náutico,sport,0.0,2009,2.0,1.0
grêmio,sãopaulo,2.0,2009,2.0,3.0
vitória,avaí,1.0,2009,1.0,2.0
sport,cruzeiro,1.0,2009,1.0,4.0
santos,náutico,0.0,2009,0.0,3.0
fluminense,palmeiras,0.0,2009,2.0,1.0
atléticomg,flamengo,1.0,2009,3.0,3.0
corinthians,santoandré,0.0,2009,1.0,2.0
barueri,internacional,2.0,2009,1.0,1.0
botafogo,coritiba,0.0,2009,2.0,2.0
atléticopr,goiás,0.0,2009,1.0,0.0
palmeiras,sport,2.0,2009,1.0,1.0
cruzeiro,grêmio,2.0,2009,4.0,2.0
sãopaulo,vitória,0.0,2009,3.0,1.0
coritiba,atléticomg,0.0,2009,2.0,2.0
náutico,flamengo,1.0,2009,2.0,4.0
avaí,corinthians,0.0,2009,2.0,2.0
barueri,botafogo,0.0,2009,1.0,3.0
fluminense,atléticopr,0.0,2009,3.0,2.0
goiás,santoandré,0.0,2009,0.0,2.0
internacional,santos,0.0,2009,1.0,1.0
grêmio,palmeiras,0.0,2009,1.0,1.0
corinthians,náutico,1.0,2009,2.0,2.0
atléticopr,cruzeiro,2.0,2009,1.0,3.0
botafogo,sãopaulo,0.0,2009,3.0,4.0
sport,fluminense,1.0,2009,0.0,4.0
santoandré,avaí,0.0,2009,1.0,3.0
santos,coritiba,0.0,2009,1.0,2.0
vitória,barueri,0.0,2009,0.0,2.0
atléticomg,internacional,1.0,2009,1.0,1.0
flamengo,goiás,2.0,2009,4.0,1.0
goiás,sãopaulo,0.0,2009,1.0,3.0
corinthians,flamengo,1.0,2009,2.0,3.0
palmeiras,atléticomg,0.0,2009,1.0,1.0
sport,internacional,1.0,2009,0.0,2.0
grêmio,barueri,0.0,2009,1.0,2.0
avaí,santos,2.0,2009,3.0,2.0
cruzeiro,coritiba,0.0,2009,1.0,2.0
santoandré,náutico,0.0,2009,2.0,2.0
atléticopr,botafogo,0.0,2009,1.0,3.0
fluminense,vitória,0.0,2009,4.0,1.0
atléticomg,corinthians,1.0,2009,1.0,1.0
náutico,avaí,1.0,2009,2.0,3.0
flamengo,grêmio,0.0,2009,3.0,2.0
botafogo,palmeiras,0.0,2009,3.0,1.0
sãopaulo,sport,0.0,2009,1.0,0.0
internacional,santoandré,0.0,2009,3.0,3.0
santos,cruzeiro,1.0,2009,2.0,2.0
barueri,atléticopr,2.0,2009,1.0,2.0
vitória,goiás,2.0,2009,1.0,2.0
coritiba,fluminense,2.0,2009,1.0,4.0
botafogo,santos,2.0,2010,3.0,2.0
atléticogo,grêmio,2.0,2010,0.0,2.0
palmeiras,vitória,0.0,2010,1.0,1.0
flamengo,sãopaulo,2.0,2010,4.0,2.0
atléticomg,vasco,0.0,2010,0.0,0.0
internacional,cruzeiro,1.0,2010,4.0,2.0
corinthians,atléticopr,0.0,2010,2.0,2.0
ceará,fluminense,0.0,2010,0.0,3.0
guarani,goiás,0.0,2010,0.0,2.0
avaí,grêmioprudente,0.0,2010,2.0,0.0
fluminense,atléticogo,0.0,2010,3.0,0.0
grêmioprudente,atléticomg,0.0,2010,0.0,1.0
vitória,flamengo,2.0,2010,1.0,3.0
santos,ceará,2.0,2010,1.0,1.0
sãopaulo,botafogo,1.0,2010,1.0,2.0
grêmio,corinthians,1.0,2010,2.0,2.0
goiás,internacional,1.0,2010,2.0,4.0
vasco,palmeiras,2.0,2010,0.0,2.0
cruzeiro,avaí,2.0,2010,3.0,2.0
atléticopr,guarani,2.0,2010,1.0,1.0
botafogo,goiás,0.0,2010,3.0,1.0
atléticogo,santos,1.0,2010,0.0,1.0
palmeiras,grêmio,0.0,2010,2.0,1.0
atléticomg,atléticopr,0.0,2010,1.0,1.0
internacional,sãopaulo,1.0,2010,4.0,1.0
corinthians,fluminense,0.0,2010,3.0,2.0
ceará,vitória,0.0,2010,1.0,1.0
guarani,cruzeiro,2.0,2010,1.0,3.0
avaí,vasco,0.0,2010,2.0,0.0
flamengo,grêmioprudente,0.0,2010,2.0,1.0
vitória,atléticomg,0.0,2010,0.0,2.0
fluminense,flamengo,0.0,2010,2.0,3.0
grêmio,avaí,0.0,2010,1.0,3.0
sãopaulo,palmeiras,0.0,2010,2.0,2.0
grêmioprudente,corinthians,2.0,2010,1.0,4.0
santos,guarani,0.0,2010,1.0,1.0
cruzeiro,botafogo,0.0,2010,3.0,3.0
goiás,ceará,2.0,2010,0.0,2.0
vasco,internacional,0.0,2010,0.0,2.0
atléticopr,atléticogo,0.0,2010,0.0,0.0
avaí,vitória,2.0,2010,3.0,1.0
flamengo,grêmio,2.0,2010,2.0,1.0
palmeiras,grêmioprudente,2.0,2010,2.0,1.0
guarani,sãopaulo,2.0,2010,1.0,3.0
atléticomg,fluminense,1.0,2010,2.0,2.0
internacional,atléticopr,0.0,2010,2.0,1.0
corinthians,santos,0.0,2010,3.0,2.0
ceará,cruzeiro,0.0,2010,2.0,2.0
botafogo,vasco,2.0,2010,2.0,1.0
atléticogo,goiás,1.0,2010,0.0,0.0
atléticopr,botafogo,0.0,2010,1.0,2.0
fluminense,vitória,0.0,2010,3.0,1.0
grêmioprudente,atléticogo,0.0,2010,1.0,0.0
ceará,avaí,0.0,2010,3.0,2.0
cruzeiro,santos,2.0,2010,2.0,2.0
palmeiras,flamengo,1.0,2010,1.0,1.0
goiás,sãopaulo,0.0,2010,1.0,2.0
grêmio,atléticomg,0.0,2010,1.0,1.0
vasco,guarani,1.0,2010,1.0,1.0
corinthians,internacional,0.0,2010,3.0,2.0
avaí,fluminense,1.0,2010,1.0,4.0
flamengo,goiás,1.0,2010,2.0,2.0
vitória,atléticopr,0.0,2010,1.0,2.0
sãopaulo,grêmio,0.0,2010,2.0,2.0
santos,vasco,0.0,2010,2.0,1.0
atléticomg,ceará,1.0,2010,1.0,3.0
botafogo,corinthians,2.0,2010,1.0,3.0
guarani,grêmioprudente,0.0,2010,1.0,1.0
internacional,palmeiras,2.0,2010,1.0,1.0
atléticogo,cruzeiro,0.0,2010,0.0,1.0
grêmio,vitória,2.0,2010,2.0,2.0
atléticopr,cruzeiro,1.0,2010,2.0,1.0
sãopaulo,avaí,1.0,2010,3.0,1.0
flamengo,botafogo,0.0,2010,2.0,0.0
ceará,corinthians,2.0,2010,4.0,3.0
goiás,vasco,2.0,2010,3.0,1.0
guarani,internacional,1.0,2010,2.0,1.0
palmeiras,santos,0.0,2010,0.0,2.0
atléticomg,atléticogo,0.0,2010,0.0,1.0
fluminense,grêmioprudente,2.0,2010,4.0,1.0
vasco,atléticopr,0.0,2010,1.0,2.0
vitória,sãopaulo,0.0,2010,1.0,2.0
internacional,ceará,0.0,2010,2.0,3.0
atléticogo,flamengo,1.0,2010,1.0,2.0
corinthians,atléticomg,0.0,2010,2.0,1.0
avaí,palmeiras,0.0,2010,1.0,1.0
santos,fluminense,1.0,2010,1.0,3.0
cruzeiro,goiás,0.0,2010,1.0,3.0
botafogo,guarani,2.0,2010,0.0,2.0
grêmioprudente,grêmio,0.0,2010,1.0,1.0
sãopaulo,grêmioprudente,2.0,2010,1.0,2.0
atléticomg,internacional,1.0,2010,1.0,3.0
vitória,goiás,2.0,2010,2.0,3.0
flamengo,avaí,2.0,2010,3.0,2.0
atléticogo,corinthians,0.0,2010,1.0,3.0
grêmio,vasco,2.0,2010,1.0,1.0
atléticopr,santos,0.0,2010,1.0,1.0
guarani,ceará,2.0,2010,2.0,3.0
palmeiras,botafogo,2.0,2010,1.0,0.0
fluminense,cruzeiro,0.0,2010,3.0,2.0
vasco,atléticogo,0.0,2010,1.0,2.0
avaí,atléticomg,2.0,2010,2.0,1.0
grêmioprudente,vitória,2.0,2010,2.0,2.0
santos,sãopaulo,0.0,2010,1.0,1.0
cruzeiro,grêmio,2.0,2010,2.0,1.0
internacional,flamengo,0.0,2010,3.0,3.0
goiás,atléticopr,1.0,2010,2.0,1.0
ceará,palmeiras,2.0,2010,1.0,1.0
corinthians,guarani,0.0,2010,2.0,2.0
botafogo,fluminense,2.0,2010,0.0,3.0
sãopaulo,ceará,0.0,2010,1.0,1.0
fluminense,atléticopr,0.0,2010,2.0,2.0
atléticogo,guarani,2.0,2010,2.0,1.0
palmeiras,corinthians,2.0,2010,1.0,2.0
vitória,botafogo,1.0,2010,1.0,0.0
internacional,grêmio,2.0,2010,4.0,0.0
avaí,goiás,0.0,2010,2.0,0.0
atléticomg,cruzeiro,1.0,2010,1.0,2.0
flamengo,vasco,2.0,2010,2.0,2.0
grêmioprudente,santos,1.0,2010,1.0,1.0
botafogo,atléticomg,0.0,2010,1.0,1.0
guarani,avaí,0.0,2010,0.0,3.0
corinthians,flamengo,0.0,2010,2.0,2.0
goiás,palmeiras,2.0,2010,0.0,1.0
ceará,atléticogo,2.0,2010,0.0,1.0
vasco,vitória,0.0,2010,2.0,1.0
cruzeiro,grêmioprudente,2.0,2010,2.0,1.0
grêmio,fluminense,1.0,2010,0.0,3.0
atléticopr,sãopaulo,2.0,2010,2.0,1.0
santos,internacional,0.0,2010,2.0,3.0
flamengo,ceará,0.0,2010,1.0,0.0
palmeiras,atléticopr,0.0,2010,0.0,2.0
atléticogo,botafogo,1.0,2010,1.0,2.0
atléticomg,guarani,0.0,2010,0.0,1.0
sãopaulo,cruzeiro,2.0,2010,1.0,2.0
fluminense,internacional,0.0,2010,4.0,2.0
grêmioprudente,vasco,1.0,2010,1.0,2.0
avaí,corinthians,0.0,2010,1.0,2.0
vitória,santos,0.0,2010,0.0,3.0
grêmio,goiás,0.0,2010,0.0,0.0
goiás,grêmioprudente,1.0,2010,0.0,0.0
ceará,grêmio,0.0,2010,0.0,1.0
botafogo,avaí,0.0,2010,3.0,2.0
santos,atléticomg,0.0,2010,3.0,1.0
internacional,atléticogo,2.0,2010,1.0,1.0
atléticopr,flamengo,0.0,2010,2.0,1.0
guarani,palmeiras,2.0,2010,1.0,1.0
cruzeiro,vitória,1.0,2010,1.0,1.0
vasco,fluminense,2.0,2010,3.0,4.0
corinthians,sãopaulo,0.0,2010,2.0,1.0
goiás,fluminense,1.0,2010,0.0,3.0
botafogo,ceará,0.0,2010,4.0,1.0
avaí,internacional,1.0,2010,2.0,1.0
grêmioprudente,atléticopr,1.0,2010,1.0,2.0
sãopaulo,vasco,2.0,2010,1.0,2.0
cruzeiro,corinthians,0.0,2010,1.0,3.0
grêmio,santos,1.0,2010,1.0,3.0
vitória,guarani,2.0,2010,2.0,1.0
flamengo,atléticomg,2.0,2010,1.0,1.0
palmeiras,atléticogo,1.0,2010,1.0,0.0
santos,goiás,0.0,2010,4.0,0.0
internacional,botafogo,0.0,2010,1.0,5.0
vasco,cruzeiro,2.0,2010,2.0,2.0
ceará,grêmioprudente,2.0,2010,1.0,1.0
corinthians,vitória,0.0,2010,2.0,2.0
guarani,flamengo,0.0,2010,1.0,1.0
atléticomg,palmeiras,1.0,2010,1.0,1.0
fluminense,sãopaulo,2.0,2010,3.0,0.0
atléticogo,avaí,2.0,2010,1.0,1.0
atléticopr,grêmio,2.0,2010,2.0,1.0
grêmio,guarani,0.0,2010,1.0,2.0
vitória,internacional,2.0,2010,2.0,2.0
grêmioprudente,botafogo,1.0,2010,1.0,3.0
goiás,atléticomg,1.0,2010,0.0,1.0
cruzeiro,flamengo,0.0,2010,1.0,1.0
atléticopr,ceará,0.0,2010,2.0,1.0
fluminense,palmeiras,2.0,2010,3.0,2.0
santos,avaí,0.0,2010,4.0,1.0
sãopaulo,atléticogo,0.0,2010,0.0,1.0
vasco,corinthians,0.0,2010,1.0,2.0
ceará,vasco,1.0,2010,1.0,2.0
corinthians,goiás,0.0,2010,2.0,0.0
botafogo,grêmio,2.0,2010,4.0,2.0
flamengo,santos,2.0,2010,0.0,4.0
guarani,fluminense,0.0,2010,1.0,2.0
palmeiras,cruzeiro,1.0,2010,1.0,2.0
avaí,atléticopr,1.0,2010,1.0,3.0
atléticomg,sãopaulo,1.0,2010,1.0,1.0
atléticogo,vitória,0.0,2010,1.0,2.0
internacional,grêmioprudente,0.0,2010,2.0,1.0
fluminense,ceará,0.0,2010,1.0,1.0
cruzeiro,internacional,0.0,2010,3.0,3.0
grêmio,atléticogo,0.0,2010,1.0,2.0
goiás,guarani,0.0,2010,0.0,2.0
sãopaulo,flamengo,0.0,2010,2.0,0.0
vitória,palmeiras,2.0,2010,1.0,1.0
atléticopr,corinthians,2.0,2010,3.0,3.0
santos,botafogo,1.0,2010,3.0,2.0
vasco,atléticomg,2.0,2010,2.0,1.0
grêmioprudente,avaí,2.0,2010,0.0,0.0
flamengo,vitória,2.0,2010,0.0,0.0
corinthians,grêmio,1.0,2010,2.0,2.0
atléticogo,fluminense,0.0,2010,2.0,1.0
palmeiras,vasco,2.0,2010,1.0,2.0
botafogo,sãopaulo,0.0,2010,2.0,3.0
atléticomg,grêmioprudente,0.0,2010,1.0,0.0
avaí,cruzeiro,1.0,2010,0.0,3.0
guarani,atléticopr,0.0,2010,2.0,2.0
internacional,goiás,2.0,2010,2.0,1.0
ceará,santos,0.0,2010,0.0,2.0
santos,atléticogo,0.0,2010,2.0,2.0
cruzeiro,guarani,0.0,2010,4.0,3.0
goiás,botafogo,0.0,2010,1.0,3.0
atléticopr,atléticomg,0.0,2010,2.0,2.0
fluminense,corinthians,1.0,2010,1.0,2.0
grêmioprudente,flamengo,1.0,2010,0.0,0.0
grêmio,palmeiras,1.0,2010,3.0,1.0
vitória,ceará,2.0,2010,0.0,1.0
sãopaulo,internacional,1.0,2010,3.0,1.0
vasco,avaí,2.0,2010,2.0,0.0
corinthians,grêmioprudente,0.0,2010,2.0,0.0
botafogo,cruzeiro,2.0,2010,3.0,5.0
atléticogo,atléticopr,1.0,2010,2.0,3.0
palmeiras,sãopaulo,1.0,2010,1.0,3.0
guarani,santos,2.0,2010,2.0,2.0
atléticomg,vitória,1.0,2010,1.0,0.0
internacional,vasco,0.0,2010,2.0,2.0
flamengo,fluminense,2.0,2010,1.0,1.0
avaí,grêmio,1.0,2010,0.0,2.0
ceará,goiás,2.0,2010,1.0,2.0
sãopaulo,guarani,0.0,2010,3.0,2.0
grêmioprudente,palmeiras,1.0,2010,0.0,1.0
cruzeiro,ceará,0.0,2010,4.0,1.0
goiás,atléticogo,1.0,2010,2.0,2.0
vasco,botafogo,2.0,2010,0.0,2.0
atléticopr,internacional,0.0,2010,3.0,3.0
grêmio,flamengo,2.0,2010,3.0,1.0
santos,corinthians,1.0,2010,1.0,2.0
fluminense,atléticomg,0.0,2010,1.0,1.0
vitória,avaí,0.0,2010,1.0,0.0
santos,cruzeiro,0.0,2010,1.0,4.0
sãopaulo,goiás,1.0,2010,3.0,2.0
guarani,vasco,0.0,2010,1.0,0.0
atléticogo,grêmioprudente,0.0,2010,2.0,0.0
flamengo,palmeiras,1.0,2010,1.0,2.0
internacional,corinthians,0.0,2010,2.0,3.0
vitória,fluminense,1.0,2010,2.0,1.0
botafogo,atléticopr,2.0,2010,2.0,3.0
avaí,ceará,0.0,2010,0.0,1.0
atléticomg,grêmio,1.0,2010,1.0,2.0
vasco,santos,0.0,2010,0.0,2.0
goiás,flamengo,2.0,2010,2.0,1.0
palmeiras,internacional,0.0,2010,3.0,3.0
grêmioprudente,guarani,0.0,2010,0.0,2.0
cruzeiro,atléticogo,0.0,2010,3.0,2.0
atléticopr,vitória,0.0,2010,3.0,2.0
fluminense,avaí,0.0,2010,2.0,1.0
grêmio,sãopaulo,0.0,2010,2.0,2.0
corinthians,botafogo,2.0,2010,3.0,0.0
ceará,atléticomg,2.0,2010,1.0,0.0
vasco,goiás,0.0,2010,1.0,2.0
santos,palmeiras,2.0,2010,1.0,4.0
corinthians,ceará,2.0,2010,3.0,0.0
grêmioprudente,fluminense,2.0,2010,1.0,3.0
vitória,grêmio,1.0,2010,2.0,3.0
cruzeiro,atléticopr,2.0,2010,2.0,3.0
botafogo,flamengo,2.0,2010,0.0,0.0
internacional,guarani,0.0,2010,3.0,1.0
avaí,sãopaulo,2.0,2010,1.0,2.0
atléticogo,atléticomg,1.0,2010,2.0,0.0
fluminense,santos,1.0,2010,3.0,1.0
grêmio,grêmioprudente,0.0,2010,4.0,1.0
guarani,botafogo,2.0,2010,1.0,0.0
ceará,internacional,0.0,2010,0.0,3.0
atléticopr,vasco,2.0,2010,2.0,2.0
sãopaulo,vitória,0.0,2010,1.0,2.0
atléticomg,corinthians,0.0,2010,1.0,1.0
palmeiras,avaí,0.0,2010,3.0,1.0
goiás,cruzeiro,1.0,2010,1.0,2.0
flamengo,atléticogo,0.0,2010,0.0,2.0
santos,atléticopr,0.0,2010,2.0,2.0
grêmioprudente,sãopaulo,1.0,2010,1.0,1.0
vasco,grêmio,2.0,2010,2.0,4.0
cruzeiro,fluminense,0.0,2010,2.0,3.0
corinthians,atléticogo,1.0,2010,1.0,1.0
botafogo,palmeiras,2.0,2010,0.0,3.0
goiás,vitória,0.0,2010,1.0,1.0
avaí,flamengo,2.0,2010,1.0,1.0
ceará,guarani,0.0,2010,1.0,1.0
internacional,atléticomg,0.0,2010,2.0,2.0
flamengo,internacional,0.0,2010,1.0,3.0
atléticopr,goiás,0.0,2010,1.0,2.0
atléticomg,avaí,0.0,2010,2.0,1.0
guarani,corinthians,2.0,2010,0.0,0.0
grêmio,cruzeiro,0.0,2010,4.0,3.0
atléticogo,vasco,0.0,2010,1.0,2.0
vitória,grêmioprudente,0.0,2010,0.0,1.0
fluminense,botafogo,2.0,2010,1.0,0.0
sãopaulo,santos,0.0,2010,2.0,2.0
palmeiras,ceará,2.0,2010,2.0,2.0
botafogo,vitória,0.0,2010,0.0,1.0
guarani,atléticogo,1.0,2010,0.0,2.0
corinthians,palmeiras,0.0,2010,0.0,2.0
ceará,sãopaulo,0.0,2010,2.0,3.0
goiás,avaí,0.0,2010,1.0,0.0
atléticopr,fluminense,2.0,2010,2.0,1.0
vasco,flamengo,2.0,2010,1.0,2.0
santos,grêmioprudente,1.0,2010,2.0,0.0
cruzeiro,atléticomg,1.0,2010,2.0,3.0
grêmio,internacional,2.0,2010,3.0,2.0
flamengo,corinthians,2.0,2010,2.0,1.0
fluminense,grêmio,0.0,2010,0.0,3.0
sãopaulo,atléticopr,0.0,2010,3.0,1.0
atléticogo,ceará,2.0,2010,3.0,3.0
internacional,santos,2.0,2010,2.0,2.0
vitória,vasco,0.0,2010,1.0,0.0
palmeiras,goiás,0.0,2010,1.0,2.0
grêmioprudente,cruzeiro,1.0,2010,1.0,2.0
atléticomg,botafogo,1.0,2010,4.0,1.0
avaí,guarani,0.0,2010,0.0,0.0
santos,vitória,2.0,2010,2.0,2.0
internacional,fluminense,2.0,2010,1.0,1.0
botafogo,atléticogo,0.0,2010,2.0,3.0
guarani,atléticomg,2.0,2010,0.0,3.0
goiás,grêmio,1.0,2010,2.0,1.0
cruzeiro,sãopaulo,1.0,2010,3.0,4.0
corinthians,avaí,0.0,2010,1.0,1.0
ceará,flamengo,2.0,2010,2.0,2.0
vasco,grêmioprudente,0.0,2010,0.0,1.0
atléticopr,palmeiras,0.0,2010,1.0,1.0
atléticomg,santos,2.0,2010,2.0,1.0
grêmio,ceará,0.0,2010,2.0,2.0
atléticogo,internacional,2.0,2010,3.0,1.0
sãopaulo,corinthians,1.0,2010,3.0,2.0
grêmioprudente,goiás,0.0,2010,1.0,2.0
vitória,cruzeiro,1.0,2010,2.0,1.0
avaí,botafogo,2.0,2010,1.0,3.0
fluminense,vasco,0.0,2010,1.0,1.0
palmeiras,guarani,0.0,2010,1.0,0.0
flamengo,atléticopr,1.0,2010,1.0,2.0
ceará,botafogo,2.0,2010,1.0,3.0
corinthians,cruzeiro,0.0,2010,3.0,2.0
santos,grêmio,2.0,2010,0.0,3.0
atléticomg,flamengo,0.0,2010,1.0,0.0
fluminense,goiás,2.0,2010,2.0,1.0
internacional,avaí,1.0,2010,0.0,1.0
atléticogo,palmeiras,0.0,2010,1.0,2.0
guarani,vitória,2.0,2010,0.0,1.0
vasco,sãopaulo,2.0,2010,1.0,3.0
atléticopr,grêmioprudente,0.0,2010,2.0,2.0
grêmio,atléticopr,0.0,2010,2.0,3.0
flamengo,guarani,0.0,2010,0.0,0.0
grêmioprudente,ceará,2.0,2010,2.0,1.0
sãopaulo,fluminense,1.0,2010,2.0,2.0
botafogo,internacional,1.0,2010,2.0,0.0
palmeiras,atléticomg,1.0,2010,2.0,2.0
vitória,corinthians,2.0,2010,1.0,3.0
cruzeiro,vasco,0.0,2010,2.0,1.0
avaí,atléticogo,0.0,2010,2.0,1.0
goiás,santos,1.0,2010,0.0,0.0
palmeiras,fluminense,1.0,2010,2.0,3.0
corinthians,vasco,0.0,2010,3.0,1.0
flamengo,cruzeiro,1.0,2010,1.0,3.0
botafogo,grêmioprudente,0.0,2010,2.0,1.0
ceará,atléticopr,2.0,2010,0.0,3.0
guarani,grêmio,1.0,2010,0.0,3.0
atléticomg,goiás,0.0,2010,2.0,0.0
internacional,vitória,2.0,2010,1.0,0.0
atléticogo,sãopaulo,2.0,2010,1.0,1.0
avaí,santos,0.0,2010,3.0,1.0
grêmioprudente,internacional,1.0,2010,1.0,1.0
fluminense,guarani,0.0,2010,3.0,0.0
cruzeiro,palmeiras,0.0,2010,3.0,1.0
goiás,corinthians,2.0,2010,0.0,4.0
grêmio,botafogo,0.0,2010,4.0,1.0
vasco,ceará,0.0,2010,1.0,0.0
santos,flamengo,2.0,2010,1.0,1.0
sãopaulo,atléticomg,0.0,2010,0.0,3.0
atléticopr,avaí,0.0,2010,3.0,3.0
vitória,atléticogo,2.0,2010,0.0,1.0
flamengo,avaí,0.0,2011,1.0,3.0
ceará,vasco,1.0,2011,0.0,1.0
atléticomg,atléticopr,0.0,2011,3.0,3.0
santos,internacional,2.0,2011,1.0,2.0
palmeira,botafogo,0.0,2011,0.0,1.0
coritiba,atléticogo,1.0,2011,0.0,1.0
figueirense,cruzeiro,0.0,2011,0.0,3.0
grêmio,corinthians,1.0,2011,3.0,2.0
américamg,bahia,0.0,2011,0.0,0.0
fluminense,sãopaulo,1.0,2011,3.0,1.0
botafogo,santos,0.0,2011,1.0,1.0
internacional,ceará,1.0,2011,2.0,0.0
avaí,atléticomg,1.0,2011,3.0,4.0
sãopaulo,figueirense,0.0,2011,2.0,1.0
bahia,flamengo,2.0,2011,0.0,2.0
cruzeiro,palmeira,2.0,2011,3.0,1.0
atléticopr,grêmio,1.0,2011,2.0,3.0
corinthians,coritiba,0.0,2011,2.0,0.0
atléticogo,fluminense,1.0,2011,1.0,3.0
vasco,américamg,0.0,2011,2.0,1.0
palmeira,atléticopr,0.0,2011,1.0,1.0
fluminense,cruzeiro,0.0,2011,4.0,3.0
ceará,botafogo,2.0,2011,1.0,2.0
figueirense,atléticogo,0.0,2011,1.0,1.0
coritiba,vasco,0.0,2011,0.0,3.0
flamengo,corinthians,2.0,2011,1.0,3.0
grêmio,bahia,0.0,2011,3.0,0.0
santos,avaí,0.0,2011,1.0,2.0
américamg,internacional,1.0,2011,1.0,1.0
atléticomg,sãopaulo,1.0,2011,3.0,3.0
avaí,américamg,2.0,2011,1.0,1.0
cruzeiro,santos,2.0,2011,2.0,1.0
sãopaulo,grêmio,0.0,2011,4.0,4.0
vasco,figueirense,2.0,2011,3.0,2.0
corinthians,fluminense,0.0,2011,2.0,3.0
bahia,atléticomg,2.0,2011,0.0,3.0
atléticogo,ceará,0.0,2011,1.0,1.0
internacional,palmeira,2.0,2011,2.0,2.0
botafogo,coritiba,0.0,2011,1.0,1.0
atléticopr,flamengo,2.0,2011,1.0,1.0
fluminense,bahia,1.0,2011,3.0,0.0
américamg,cruzeiro,2.0,2011,1.0,1.0
ceará,sãopaulo,1.0,2011,1.0,5.0
figueirense,atléticopr,0.0,2011,2.0,1.0
grêmio,vasco,2.0,2011,3.0,3.0
palmeira,avaí,0.0,2011,2.0,0.0
flamengo,botafogo,2.0,2011,1.0,2.0
atléticomg,atléticogo,2.0,2011,2.0,2.0
coritiba,internacional,2.0,2011,1.0,1.0
santos,corinthians,2.0,2011,1.0,3.0
flamengo,atléticomg,0.0,2011,1.0,2.0
atléticopr,bahia,1.0,2011,0.0,1.0
cruzeiro,coritiba,0.0,2011,0.0,1.0
avaí,fluminense,1.0,2011,0.0,2.0
botafogo,grêmio,0.0,2011,2.0,2.0
corinthians,sãopaulo,0.0,2011,3.0,5.0
ceará,palmeira,0.0,2011,1.0,2.0
internacional,figueirense,0.0,2011,1.0,2.0
atléticogo,vasco,1.0,2011,1.0,1.0
santos,américamg,0.0,2011,1.0,0.0
vasco,cruzeiro,1.0,2011,2.0,1.0
grêmio,avaí,2.0,2011,2.0,0.0
américamg,flamengo,1.0,2011,0.0,1.0
bahia,corinthians,1.0,2011,2.0,3.0
figueirense,santos,0.0,2011,2.0,2.0
sãopaulo,botafogo,1.0,2011,3.0,2.0
palmeira,atléticogo,0.0,2011,2.0,1.0
coritiba,ceará,0.0,2011,1.0,1.0
atléticomg,internacional,1.0,2011,0.0,2.0
fluminense,atléticopr,0.0,2011,2.0,0.0
internacional,atléticopr,0.0,2011,3.0,0.0
cruzeiro,grêmio,0.0,2011,2.0,1.0
avaí,bahia,2.0,2011,0.0,2.0
corinthians,vasco,0.0,2011,3.0,1.0
ceará,atléticomg,0.0,2011,1.0,0.0
flamengo,sãopaulo,0.0,2011,2.0,3.0
botafogo,atléticogo,2.0,2011,3.0,1.0
coritiba,figueirense,0.0,2011,1.0,2.0
américamg,palmeira,2.0,2011,0.0,2.0
santos,fluminense,0.0,2011,1.0,2.0
sãopaulo,cruzeiro,0.0,2011,2.0,3.0
vasco,internacional,0.0,2011,1.0,3.0
atléticopr,avaí,2.0,2011,0.0,0.0
atléticogo,corinthians,1.0,2011,1.0,4.0
bahia,botafogo,2.0,2011,2.0,3.0
fluminense,flamengo,1.0,2011,2.0,3.0
grêmio,coritiba,0.0,2011,0.0,2.0
atléticomg,américamg,0.0,2011,0.0,0.0
figueirense,ceará,2.0,2011,2.0,2.0
palmeira,santos,0.0,2011,2.0,2.0
vasco,atléticopr,0.0,2011,2.0,0.0
coritiba,fluminense,0.0,2011,2.0,2.0
atléticogo,avaí,1.0,2011,0.0,0.0
santos,atléticomg,0.0,2011,2.0,1.0
ceará,américamg,0.0,2011,2.0,0.0
internacional,sãopaulo,1.0,2011,3.0,1.0
cruzeiro,bahia,0.0,2011,3.0,1.0
figueirense,grêmio,2.0,2011,1.0,1.0
palmeira,flamengo,2.0,2011,2.0,4.0
botafogo,corinthians,1.0,2011,2.0,4.0
avaí,internacional,1.0,2011,1.0,3.0
atléticopr,botafogo,0.0,2011,0.0,2.0
